id,cleaned_description
1247,binance global blockchain company behind worlds largest digital asset exchange trading volume users serving greater mission accelerate cryptocurrency adoption increase freedom moneyare looking part influential company blockchain industry contribute cryptocurrency revolution changing world binance accelerator programme binance accelerator programme concise 3 6 months programme designed immersive experience rapidly expanding web3 space given opportunity experience life binance understand goes behind scenes worlds leading blockchain ecosystem alongside job also focus networking development expand professional network build transferable skills propel forward career binance accelerator programme starts first monday every month ie april 3 may 1 may 2 sg jds june 5 may applycurrent students fresh graduates candidates midcareer switchers responsibilities participate development maintenance companys basic products responsible compilation implementation interface documentation business module demonstrate strong troubleshooting skills solve problems provided qa team assisted cs team solve customer problems classify system improvement requirements computerrelated major bachelor degree solid java foundation understand basic frameworks multithreading networking familiar spring microservice framework understanding operation mechanism familiar mysql database least one sql database familiar common middleware redis rabbitmq kafka good logical thinking ability strong sense teamwork strong learning ability good communication skills fluency english experience open source projects preferred working binance something meaningful part future finance technology no1 company industry fast moving challenging unique business problems international work environment flat organisation great career development opportunities growing company possibility relocation international transfers midcareer competitive salary flexible working hours casual work attireby submitting job application confirm read agree
1246,binance leading global blockchain ecosystem cryptocurrency infrastructure provider whose suite financial products includes worlds largest digitalasset exchange mission accelerate cryptocurrency adoption increase freedom moneyif youre looking fastpaced missiondriven organization opportunities learn excel endless binance place youwe continuing build next generation cryptocurrency exchange looking eager hardworking problem solvers continue evolve 247 highly scalable exchange system new features performance improvements constantly addedthis role work backend development team exchange platform allowed binance become one biggest cryptocurrency exchanges world solving difficult unique challenges presented running platform 10s millions users 247 availability looking talented software engineers 7 years experience work backend world class trading platform responsibilities architect scalable backend systems services apis evolve long term vision maintaining scaling backend systems design high reliability services withstand large fluctuations traffic monitor backend performance identify performance bottlenecks find ways reliably resolve write backend code fast reliable also highly secure maintain evolve quicklygrowing test suite collaborate effectively staff solve complex problems provide mentorship lead strong development practices inside team requirements solid foundation cc rust working experience rust would huge plus ability write robust highly efficient reliable code experience writing multithreaded applications deployed software production environment familiarity linux bsc computer science math similar experience scaling production databases postgres mysql andor mongodb big plus experience building systems financial security constraints big plus working binance part worlds leading blockchain ecosystem continues grow offers excellent career development opportunities work alongside diverse worldclass talent environment learning growth opportunities endless tackle fastpaced challenging unique projects work truly global organization international teams flat organizational structure competitive salary benefits balance life work flexible working hours casual work attirelearn binancians embody organizations
1245,anagram digital assets holding company build incubate new crypto projects mission build accelerate decentralized technology reorder economies communities distributed individual ownership values anagram play build win team like fun relentlessly pursue excellence everything entrepreneurs first thinking radically outside box creatively futuristically working hard reorder world focusing sincere openmindedness curiosity radical transparency thesis people continue enter digital asset ecosystem existing assets digitized new assets created digitized assets become financialized interoperable web3 enable open access modern future forms finance anyone anywhere able create financial products active participation anagram committed accelerating digital financialization everything enabling everyone participate digital asset ecosystem software engineer build infra trading systems funds looking forward working together isnt right fit hiring across number roles would happy consider candidacy feel free email resume
1244,looking skilled motivated frontend developer proven track record building complex b2b applications using react relevant technologies ideal candidate 45 years experience frontend development deep understanding optimizing applications using react frontend technologies frontend developer apex digital play pivotal role designing developing enhancing suite b2b applications ensuring deliver exceptional user experience meet clients business objectives qualifications 45 years professional experience frontend development strong focus building b2b applications proven expertise react frontend technologies demonstrated ability architect develop optimize complex user interfaces experience state management libraries eg redux mobx modern frontend build tools webpack babel etc solid understanding web performance optimization techniques tools familiarity version control systems eg git agile development methodologies strong problemsolving skills proactive attitude towards identifying addressing technical challenges excellent communication teamwork abilities capacity collaborate effectively crossfunctional teams portfolio past projects showcasing frontend development skills contributions b2b applications knowledge microservices architecture enabling seamless integration user interfaces distributed services responsibilities collaborate closely crossfunctional teams including designers backend developers product managers understand project requirements translate effective user interfaces build responsive userfriendly frontend interfaces b2b applications using react relevant technologies architect implement complex features functionalities ensuring high performance scalability maintainability codebase optimize frontend applications speed efficiency utilizing best practices performance optimization code splitting strong understanding implementation industrybest frontend security practices including input validation data sanitization crosssite scripting xss prevention secure communication protocols https ensure development robust secure web applications stay uptodate latest frontend development trends tools technologies apply improve development processes deliverables troubleshoot debug issues arise providing timely solutions collaborating team implement fixes contribute continuous improvement development practices tools workflows preferred experience testing frameworks methodologies eg jest enzyme testdriven development knowledge uxui design principles eye detail implementing designs familiarity serverside rendering progressive web app development previous experience working fastpaced startuplike environment
1243,job overview lookout talented dedicated rust developer web3 development experience join agile team ideal candidate robust understanding blockchain technologies eagerness grow rapidly evolving field positive attitude teamfirst approach noego mindset essential key responsibilities develop maintain software solutions using rust scratch using already created ethereum contracts baseline security first mindset developing avoid exploits participate actively agile team meet sprint goals qualifications proven rust development experience understanding web3 defi nft scene solid understanding software development principles agile practices strong problemsolving skills positive attitude teamoriented mindset effective communication skills english proficiency flexible adaptable changing project priorities benefits competitive salary range 700 1400 usd per month dependent experience flexible working hours opportunity receive tokens part bonus structure collaborative supportive work environment professional growth development opportunities web3 sector
1242,engineering team chainlink labs engineering team pushes scale capabilities decentralized applications across industry chainlink network holds 70 market share oracle space solving realworld problems enabling smart contracts securely interact offchain datacomputation value talented driven craftsmen work collaboratively tackle complex challenges deliver product impact grow builders join us shape future blockchain technology decentralized finance chainlink labs seeking highly experienced technical program manager tpm responsible delivery large technical programs span across chainlinks core services ideal candidate must proven experience managing technical programs domains softwareasservice cloud computing ability communicate effectively levels company tpm working closely product managers engineering teams drive programs success taking account dependencies blockers risks ensure program status evergreen impact build develop grow stakeholder relationships vital success program develop maintain plans including schedules crossteam dependencies milestones using tools jira modern road mappingscheduling tools serve primary interface point contact programs performance schedule quality technical issues manage program risks conditions facilitate development mitigation strategies develop communicate strategies goals objectives well program status health stakeholders leadership successfully manage delivery key chainlink core services initiatives manage dependencies crossfunctional teams requirements proven experience managing technical programs domains softwareasservice cloud computing experience working technical crossfunctional teams successfully executing multiple programs concurrently strong sense prioritization understanding dependencies displayed ownership rolling sleeves unblock teams move programs forward despite headwinds strong leadership skills ability clearly communicate levels stakeholders program participants experience using metrics assess performance program experience managing teams engineers directly indirectly experience agile development devsecops principles 7 years overall experience 3 years technical program management role agile certifications andor project management certifications pmp pgmp capm understanding smart contract development eg solidity blockchains preferred roles chainlink labs global remotebased unless otherwise stated ask try overlap working hours eastern standard time est encourage apply regardless location commitment equal opportunity chainlink labs equal opportunity employer qualified applicants receive equal consideration employment compliance applicable laws regulations ordinances need assistance accommodation due disability special need applying role recruitment process please contact us global data privacy notice job candidates applicants information collected processed part chainlink labs careers profile job applications choose submit subject
1241,team role gnosis building consumer web3 wallet gnosis chain based gnosis safe backend leverages advantages account abstraction improve user experience expand addressable user segment ultimately gnosis wallet become onchain neobank leveraging gnosis pay ibans wallets gnosis wallet also natively support circles ubi gnosis wallet related projects seeking dapp developer strong background web application development deep understanding responsive designs ideal candidate experienced optimizing user interfaces keen eye animations css transitions prior experience web3 technologies evm based chains contracts desirable development design develop maintain company websites web applications design user interactions web pages ensuring crossbrowser compatibility work ux ui designers ensure technical feasibility uiux designs integrate web3 functionalities including crafting signing sending transactions evmcompatible chains optimization ensure website speed performance optimized implement responsive designs ensure websites mobilefriendly collaboration communication work closely graphic designers product managers stakeholders attend meetings discuss project progress report website updates testing review test sites technical issues prior launch address troubleshoot website problems timely manner familiar complex web applications beyond websites ecommerce templates readiness intricate challenges encouraged proven experience web 3 dapp development solid understanding animations css transitions usercentric design fluent spoken written english offer personal development pursue professional goals support including personal education budgets conference allowances invest growth learning innovation experimentation interested exploring new ideas dedicate friday afternoons research work side project within ecosystem encourage creativity experimentation flat hierarchy navigate ease organization flat hierarchy ensures ideas contributions valued heard without getting lost complex structure flexible remote work morning person problem embrace flexible working schedules longstanding culture remote work balance professional personal life way works stateoftheart equipment receive latest hardware tools need make sure youre wellequipped best work growth opportunity grow us exciting industry gnosis rapidly expands opportunities make significant impact value initiative proactive approach inclusive diverse culture gnosis committed creating inclusive environment celebrates diversity believe products services enhanced wide range perspectives qualified applicants receive consideration employment without regard race ethnic origin age religion belief marital status gender identification sexual orientation physical ability community mission join team thats passionate mission enjoys working together colleagues community driven shared goal apply submit resume english join us exciting journey eager see bring table contribute dynamic team gnosis dont offer jobs offer journeys part mission innovate shape future gnosis strive create inclusive environment empowers employees believe products services benefit diverse backgrounds experiences proud equal opportunity employer qualified applicants considered positions regardless race ethnic origin age religion belief marital status gender identification sexual orientation physical ability
1240,requirements mission cultivate strong developer ecosystem methodsmetrics drive community team towards success kpi cere evangelists improvementimplementation suggestions community integration leads train community mods identify engage followup highpotential community members build incentivization program mods community create selfreporting structure community modstrain community mods drive activate developer community activities kpi active github developers edp members engage developer build top cere tech stack activate ideal cere network github contributor activate ideal cere network integrator profile activate prioritise key repositories public contribution drive cere network builder edpcontributor program actively represent cere developer community facilitate freeflowing communication community engineering kpi community sentiment channel community feedback near realtime prodengbiz team vice
1234,role description lead team deliver department functions deliverables includes hiring training coaching living guidant values guiding principles setting priorities performance management progressive discipline needed clearly communicate expectations financial consulting process clients collaborate clients understand financial goals objectives analyze comprehend intricacies clients business identifying key financial levers assets expenses discuss provide recommendations businessentity structure asset acquisition strategies insurance develop multiyear cash flow projection model customized clients business including estimates startup costs operating expenses revenue projections profitability advise tax strategy initial setup operation business oversee optimization accounting software meet clients initial business tracking needs including chartofaccounts key reports automation incoming transactions bank accounts credit cards build oversee review forecast budget models including directing clients discovery uncovering key assumptions standards business oversee creation budget guide clients first year business uploaded qbo easy tracking business performance expectations collaborate clients review make necessary revisions financial projections model firstyear budget provide customized recommendations financial controls processes including plans bookkeeping payroll records retention tax filing maintenance educate coach qbo reporting ensure clients familiar access evaluate future financial data explain maintenance services clients refer sales teams appropriate role requirements bachelors degree accounting related field certified public accountant active license required proficient knowledge us tax code tax regulations state local tax experience highly desired ability desire develop maintain strong client relationships progressive accounting experience public accounting similar work environment knowledge microsoft office software excellent analytical skills particular attention detail ability work independently managing multiple engagements competing priorities excellent written verbal communication skills iq eq ability work autonomous environment selfdirected independent worker ability create inclusive workplace everyone feels sense belonging empowering employees speak ask questions seen benefits people key success work team smart creative fun highly motivated people grow grow continue learn ongoing training career pathing supportive leaders last three years guidant promoted 20 organization new exciting roles wellness top benefits perks including comprehensive health coverage free premium option competitive salary paid parental leave generous 401k match able disconnect paid time 3 weeks 11 paid holidays flexible work arrangements work enjoyment home office work entrepreneurs every day want autonomy within work structure company provided equipment awesome culture part guidants awardwinning culture experience connect coffee senior leaders hit home run part company sporting events empowering equity inclusion part inclusive work environment gives employees voice speak heard supported
1233,role description establishing teams compensation strategy setting quotas tracking activities performance targets providing reports partnering sales marketing leadership align bdr efforts overall business goals providing feedback insights enhance lead quality conversion rates working closely account executives ensure alignment account strategy ideal customer profiles sales qualification handoff overseeing lead management process ensure proper assignment tracking followup maximize conversion rates optimize sales pipeline monitoring team systems usage including salesforce outreach zoominfo linkedin sales navigator conducting regular pipeline reviews 1on1 meetings coaching sessions continuous improvement best practice sharing creating delivering training programs enhance bdr teams skills prospecting qualification objection handling valuebased selling continuing build strengthen team hiring onboarding career development plans staying updated industry trends competitors market changes identify new business opportunities ensure team remains knowledgeable competitive generating pipeline securing meetings aes needed role requirements background quotacarrying b2b saas sales rep track record consistently meetingexceeding quota outlined metrics experience hiring managing enabling sdrbdr teams success growth proficiency outbound prospecting generating new business opportunities large enterprise accounts superior communication skills adept interacting clevel contacts influencing decisionmakers various levels within organization strong analytical skills demonstrated ability identify patterns make datadriven decisions desire continuously learn improve environment benefits benefits take structured approach determining compensation leveraging internal framework market insights candidate skills experience level addition competitive salaries offer retirement healthcare benefits ample paid time well valuable nonmonetary perks flexible schedules location endtoend ownership opportunity contribute projects poised shape future work
1231,role description lap love veterinary hospice headquartered lutz fl seeks creative innovative teamoriented digital marketing specialist join dynamic missionbased company role responsible developing publishing analyzing performance digital content graphics various platforms social email web work collaboratively coworkers marketing efforts work help pet families remote role travel events tampa headquarters role requirements use experience multiple paid organic digital marketing strategies drive brand awareness engagement lead generation collaborate crossfunctional teams develop compelling highimpact campaigns programs across multiple channels design publish dynamic content creative social media digitalemail communications landing pages drive traffic website solve problems evaluate competition stay current digital trends suggest multiple design solutions evaluate refine crosschannel digital marketing efforts using social media kpis google analytics email metrics ability make profound difference pets pet owners veterinary community create tiktoks reels quick video content increase engagement key contributor marketing team love new ideas benefits health care plan medical dental vision retirement plan traditional 401k 3 match roth 401k life insurance basic voluntary add paid time bereavement leave family leave maternity paternity short term longterm disability training development wellness resources mental financial physical pet insurance work home
1232,role description lead team deliver department functions deliverables includes hiring training coaching living guidant values guiding principles setting priorities performance management progressive discipline needed clearly communicate expectations financial consulting process clients collaborate clients understand financial goals objectives analyze comprehend intricacies clients business identifying key financial levers assets expenses discuss provide recommendations businessentity structure asset acquisition strategies insurance develop multiyear cash flow projection model customized clients business including estimates startup costs operating expenses revenue projections profitability advise tax strategy initial setup operation business oversee optimization accounting software meet clients initial business tracking needs including chartofaccounts key reports automation incoming transactions bank accounts credit cards build oversee review forecast budget models including directing clients discovery uncovering key assumptions standards business oversee creation budget guide clients first year business uploaded qbo easy tracking business performance expectations collaborate clients review make necessary revisions financial projections model firstyear budget provide customized recommendations financial controls processes including plans bookkeeping payroll records retention tax filing maintenance educate coach qbo reporting ensure clients familiar access evaluate future financial data explain maintenance services clients refer sales teams appropriate role requirements bachelors degree accounting related field certified public accountant active license required proficient knowledge us tax code tax regulations state local tax experience highly desired ability desire develop maintain strong client relationships progressive accounting experience public accounting similar work environment knowledge microsoft office software excellent analytical skills particular attention detail ability work independently managing multiple engagements competing priorities excellent written verbal communication skills iq eq ability work autonomous environment selfdirected independent worker ability create inclusive workplace everyone feels sense belonging empowering employees speak ask questions seen benefits people key success work team smart creative fun highly motivated people grow grow continue learn ongoing training career pathing supportive leaders last three years guidant promoted 20 organization new exciting roles wellness top benefits perks including comprehensive health coverage free premium option competitive salary paid parental leave generous 401k match able disconnect paid time 3 weeks 11 paid holidays flexible work arrangements work enjoyment home office work entrepreneurs every day want autonomy within work structure company provided equipment awesome culture part guidants awardwinning culture experience connect coffee senior leaders hit home run part company sporting events empowering equity inclusion part inclusive work environment gives employees voice speak heard supported
1230,role description lead team deliver department functions deliverables includes hiring training coaching living guidant values guiding principles setting priorities performance management progressive discipline needed clearly communicate expectations financial consulting process clients collaborate clients understand financial goals objectives analyze comprehend intricacies clients business identifying key financial levers assets expenses discuss provide recommendations businessentity structure asset acquisition strategies insurance develop multiyear cash flow projection model customized clients business including estimates startup costs operating expenses revenue projections profitability advise tax strategy initial setup operation business oversee optimization accounting software meet clients initial business tracking needs including chartofaccounts key reports automation incoming transactions bank accounts credit cards build oversee review forecast budget models including directing clients discovery uncovering key assumptions standards business oversee creation budget guide clients first year business uploaded qbo easy tracking business performance expectations collaborate clients review make necessary revisions financial projections model firstyear budget provide customized recommendations financial controls processes including plans bookkeeping payroll records retention tax filing maintenance educate coach qbo reporting ensure clients familiar access evaluate future financial data explain maintenance services clients refer sales teams appropriate role requirements bachelors degree accounting related field certified public accountant active license required proficient knowledge us tax code tax regulations state local tax experience highly desired ability desire develop maintain strong client relationships progressive accounting experience public accounting similar work environment knowledge microsoft office software excellent analytical skills particular attention detail ability work independently managing multiple engagements competing priorities excellent written verbal communication skills iq eq ability work autonomous environment selfdirected independent worker ability create inclusive workplace everyone feels sense belonging empowering employees speak ask questions seen benefits people key success work team smart creative fun highly motivated people grow grow continue learn ongoing training career pathing supportive leaders last three years guidant promoted 20 organization new exciting roles wellness top benefits perks including comprehensive health coverage free premium option competitive salary paid parental leave generous 401k match able disconnect paid time 3 weeks 11 paid holidays flexible work arrangements work enjoyment home office work entrepreneurs every day want autonomy within work structure company provided equipment awesome culture part guidants awardwinning culture experience connect coffee senior leaders hit home run part company sporting events empowering equity inclusion part inclusive work environment gives employees voice speak heard supported
1229,role description lead team deliver department functions deliverables includes hiring training coaching living guidant values guiding principles setting priorities performance management progressive discipline needed clearly communicate expectations financial consulting process clients collaborate clients understand financial goals objectives analyze comprehend intricacies clients business identifying key financial levers assets expenses discuss provide recommendations businessentity structure asset acquisition strategies insurance develop multiyear cash flow projection model customized clients business including estimates startup costs operating expenses revenue projections profitability advise tax strategy initial setup operation business oversee optimization accounting software meet clients initial business tracking needs including chartofaccounts key reports automation incoming transactions bank accounts credit cards build oversee review forecast budget models including directing clients discovery uncovering key assumptions standards business oversee creation budget guide clients first year business uploaded qbo easy tracking business performance expectations collaborate clients review make necessary revisions financial projections model firstyear budget provide customized recommendations financial controls processes including plans bookkeeping payroll records retention tax filing maintenance educate coach qbo reporting ensure clients familiar access evaluate future financial data explain maintenance services clients refer sales teams appropriate role requirements bachelors degree accounting related field certified public accountant active license required proficient knowledge us tax code tax regulations state local tax experience highly desired ability desire develop maintain strong client relationships progressive accounting experience public accounting similar work environment knowledge microsoft office software excellent analytical skills particular attention detail ability work independently managing multiple engagements competing priorities excellent written verbal communication skills iq eq ability work autonomous environment selfdirected independent worker ability create inclusive workplace everyone feels sense belonging empowering employees speak ask questions seen benefits people key success work team smart creative fun highly motivated people grow grow continue learn ongoing training career pathing supportive leaders last three years guidant promoted 20 organization new exciting roles wellness top benefits perks including comprehensive health coverage free premium option competitive salary paid parental leave generous 401k match able disconnect paid time 3 weeks 11 paid holidays flexible work arrangements work enjoyment home office work entrepreneurs every day want autonomy within work structure company provided equipment awesome culture part guidants awardwinning culture experience connect coffee senior leaders hit home run part company sporting events empowering equity inclusion part inclusive work environment gives employees voice speak heard supported
1228,role description fullstack developer actively participate planning design implementation software solutions role plays pivotal role management optimization data solutions critical companys objectives youll part crossfunctional team thats responsible full software development life cycle conception deployment writing rest apis send encrypted data services building frontend websites uphold current corporate design standards designing developing maintaining software applications meet specific business needs requirements collaborating managers understand project requirements user needs business objectives ensuring clear understanding applications purpose projects duties assigned role requirements 100 fluency english exceptional english verbal written communication skills previous frontend web developer position held previously 25 years work experience fullstack developer proficient php backend htmlcssjavascript experience writing apis experience zapier experience hubspot strong htmlcssjs fundamentals strong understanding application infrastructure ability solve design problems independently knowledge data authentication data security technologies plaid surepay paypal integration strong experience integrating backend code services wordpress hubspot squarespace etc deep knowledge backend technologies knowledge web scraping via libraries beautiful soup links previous coding projects portfolio accessible resume must computerlaptop company supply equipment bachelors degree computer science computer engineering related field experience working fintech industry positive attitude willingness learn proactive approach strong work ethic ability learn quickly prioritize workload independently excellent attention detail selfmotivated driven successful dealing ambiguous programming problems contractconsultancy position benefits contractconsultant position compensation doe 11 paid us holidays
1226,role description fullstack developer actively participate planning design implementation software solutions role plays pivotal role management optimization data solutions critical companys objectives youll part crossfunctional team thats responsible full software development life cycle conception deployment role requirements 100 fluency english exceptional english verbal written communication skills previous frontend web developer position held previously 25 years work experience fullstack developer proficient php backend htmlcssjavascript experience writing apis experience zapier experience hubspot strong htmlcssjs fundamentals strong understanding application infrastructure ability solve design problems independently knowledge data authentication data security technologies plaid surepay paypal integration strong experience integrating backend code services wordpress hubspot squarespace etc deep knowledge backend technologies knowledge web scraping via libraries beautiful soup links previous coding projects portfolio accessible resume must computerlaptop company supply equipment benefits remote work competitive compensation 11 paid us holidays
1227,role description providing onsite installations upgrades products resolving routine maintenance incidents problems developing ongoing administration troubleshooting support visiting customers provide onetoone service implementing feedback complaints procedures supporting production preinstallation documentation reparation replacement modules parts performing regular reporting customer service manager supervisor role requirements minimum high school degree preferably bachelors degree hwelectronic engineering telecommunications electrical engineering preferably 1 years related experience valid driving license bcat problemsolving analytical skills business awareness creativity communication skills ability work customers english local language knowledge benefits customerfocused experience technical skills improving product performance customer satisfaction ontime successful installation troubleshooting problem resolution maintenance consultative sales experience problemsolving skills passion technology bestpractice sharing proven track record delivering results
1225,role description fullstack developer actively participate planning design implementation software solutions role plays pivotal role management optimization data solutions critical companys objectives youll part crossfunctional team thats responsible full software development life cycle conception deployment role requirements 100 fluency english exceptional english verbal written communication skills previous frontend web developer position held previously 25 years work experience fullstack developer proficient php backend htmlcssjavascript experience writing apis experience zapier experience hubspot strong htmlcssjs fundamentals strong understanding application infrastructure ability solve design problems independently knowledge data authentication data security technologies plaid surepay paypal integration strong experience integrating backend code services wordpress hubspot squarespace etc deep knowledge backend technologies knowledge web scraping via libraries beautiful soup links previous coding projects portfolio accessible resume must computerlaptop company supply equipment benefits compensation doe 11 paid us holidays
1191,windranger product lab working bitdao ecosystem web3 projects protocols defi etc read us looking next generation leaders doers passion crypto looking influence future web3 value flexible work environment thats low ego focused pragmatism perfection keep scrolling miss didnt see posting suited dont worry every role hire come predefined job description always excited hear builders help us create better products contribute success web3 ecosystem builder care decentralization want contribute permissionless borderless finance scale believe defi become trillion dollar industry want codevelop top defi talent projects want gain exposure venture asset management via windranger relationships value autonomous remotefirst flexible work environment prepared help build organisation provide value outside functional area
1190,cointracker makes cryptocurrency portfolio tracking tax compliance simple beyond cryptocurrency building general automated financial assistant financial assets mission increase financial freedom prosperity world things proud building foundational tools cryptocurrency space strong growth trajectory 50b cryptocurrency tracked cointracker 5 entire crypto market partnered coinbase uniswap opensea etoro hr block industry leaders venturebacked accel general catalyst combinator initialized capital coinbase ventures kraken ventures intuit ventures 776 ventures balaji srinivasan claire hughes johnson gokul rajaram ryan shea serena williams zach perret others founders jon previously built textnow 200m downloads chandan previously product manager google googlex learn mission culture hiring process opportunity join tightknit earlystage distributed team thrives interesting technical challenges building magical products improve peoples lives early engineer team work scaling backend systems directly toplevel product engineering objectives build new features products integrations backend services design scalable systems support millions users deliver toplevel product engineering objectives collaborate team members across company evolve technical architecture infrastructure code quality tools culture continually step quality speed engineering systems help interview new engineers may enjoy role love building great products engineering systems strong cs fundamentals including algorithms data structures system design distributed systems write highquality code value software testing uphold best practices engineering security design enjoy designing building scaling maintaining production services experience scaling architecture startup midsize company sample projects might work implement realtime transaction synchronization blockchains exchanges develop smart order routing platform enable cryptocurrency trading across exchanges taking account full transaction history tax lots fee detection arbitrage slippage implement taxloss harvesting reduce capital gains taxes cryptocurrency users skills excited 5 years software development experience productive resourceful effective problemsolving drawn earlystage highgrowth startup environment less stability ambiguity interested financial products andor cryptocurrency able work effectively remote setting able overlap core hours 9 12 pm pt engineering process includes code reviews continuous integration multiple daily automated deployments production automated testing 85 code coverage technical challenges face lots data billions data points track transactions market pair prices data structures algorithms automated transfer detection cost basis tracking tax optimization cs fundamentals finally come handy scalability cryptocurrency users algorithmic traders accumulate millions transactions per year cointracker needs work seamlessly power crypto traders blockchain whether running nodes implementing xpub address generation traversal parsing smart contracts seamlessly support decentralized trading get hands dirty core blockchain technology technical complexity integrating hundreds exchanges blockchains supporting thousands cryptocurrencies means methodically architect software build critical monitoring systems deliver robust accurate platform product challenges building consumer finance product works flawlessly global user base partner integrations top crypto exchanges marketplaces taxfiling software tech stack web html typescript react react native styledcomponents mobile react native expo graphql backend python flask graphql postgres bigtable redis python rq infrastructure gcp terraform postgresql docker pubsub datadog pagerduty dont need know willing learn whats like working cointracker fully internationally distributed tightknit team minimal process majority time spent working collaborating asynchronously tools like figma github google meet linear notion slack zendesk also stay aligned bonded weekly sprints standups hands socials aim empower every individual team full transparency ownership autonomy clear objectives learn guiding principles sounds exciting wed love hear sure youre perfect fit reach anyway looking awesome individuals folks perfectly match job posting
1187,road map full stack associate software engineer become part team building highquality innovative performant software complies coding standards technical design associate become familiar supporting member software development life cycle sdlc preliminary system analysis test development deployment pipeline monitoring maintenance software solutions ride look like take initiative performance working collaboratively occasionally independently complete business support work oneoff tasks work direction consistent guidancecoaching complete assigned tasks projects develop understanding business objectives strategies learn absorb team seek mentorship best practices necessary show youve got 02 years experience software development related field suita apply work remotely bestpass
1180,summary senior principal software engineer allegiant fullstack engineer play key role delivery highly reliable scalable maintainable systems drive projects endtoend collaborating product definitions product managers architecting implementing technical solutions talented teams ensuring continued success even deployment position works closely others facilitate platform convergence necessary participate phased implementation new applications using standard development tools methodologies lead participate design reviews architecture discussions technical leader activities youre comfortable working independently well supporting team members youre pragmatic tenacious comfortable ambiguity youll able balance technical leadership acumen strong business judgment make right decisions abou apply work remotely allegiant
1169,hiring mern stack developer foresee blockchain expert best technologists technology agnostic builds stronger foundation lead dynamic trends strengthening trust created exciting opportunity mern stack developers learn blockchain grow us rapidly growing blockchain company antier solutions always looking professionals penchant new technologies experience 2 6 years experience software developer apply apply position please send resume hrantiersolutionscom primary skills strong working knowledge typescript mongodb mysql express strong proficiency typescript javascript including dom manipulation javascript object model es6 handson experience react js strong understanding html5 css3 strong understanding nodejs fundamentals knowledge experience working postgresql major plus experience orm libraries familiarity restful apis knowledge tools like git github jira cucumber jasmine others make coding efficient easier share familiarity working either aws cloud azure including docker kubernetes based microservice deployment secondary skills good communication design skills experience handling teams least 17 years solid frontend backend software development experience ability understand business requirements translate technical requirements qualification good experience software developer back end developers api web services experience mandatory frontend react js mandatory nodejs mandatory one rdbms one document database mandatory
